p,n_scc,largest_scc
0.101000, 10, 1
0.102000, 8, 3
0.103000, 9, 2
0.104000, 10, 1
0.105000, 7, 4
0.106000, 8, 3
0.107000, 8, 3
0.108000, 10, 1
0.109000, 8, 3
0.110000, 9, 2
0.111000, 10, 1
0.112000, 10, 1
0.113000, 9, 2
0.114000, 10, 1
0.115000, 9, 2
0.116000, 4, 7
0.117000, 6, 5
0.118000, 9, 2
0.119000, 7, 4
0.120000, 10, 1
0.121000, 7, 4
0.122000, 10, 1
0.123000, 8, 3
0.124000, 8, 3
0.125000, 10, 1
0.126000, 8, 3
0.127000, 6, 5
0.128000, 8, 3
0.129000, 8, 3
0.130000, 6, 5
0.131000, 6, 5
0.132000, 9, 2
0.133000, 10, 1
0.134000, 10, 1
0.135000, 4, 7
0.136000, 8, 3
0.137000, 7, 4
0.138000, 5, 6
0.139000, 2, 9
0.140000, 8, 3
0.141000, 7, 4
0.142000, 7, 4
0.143000, 5, 6
0.144000, 6, 5
0.145000, 10, 1
0.146000, 9, 2
0.147000, 3, 8
0.148000, 7, 3
0.149000, 4, 7
0.150000, 6, 5
0.151000, 7, 4
0.152000, 3, 8
0.153000, 4, 7
0.154000, 3, 8
0.155000, 7, 4
0.156000, 8, 3
0.157000, 4, 7
0.158000, 7, 3
0.159000, 4, 7
0.160000, 10, 1
0.161000, 2, 8
0.162000, 5, 6
0.163000, 7, 4
0.164000, 3, 8
0.165000, 3, 8
0.166000, 9, 2
0.167000, 3, 8
0.168000, 7, 3
0.169000, 4, 7
0.170000, 5, 6
0.171000, 1, 10
0.172000, 9, 2
0.173000, 6, 5
0.174000, 3, 8
0.175000, 10, 1
0.176000, 9, 2
0.177000, 7, 3
0.178000, 5, 6
0.179000, 2, 8
0.180000, 3, 8
0.181000, 10, 1
0.182000, 8, 3
0.183000, 2, 9
0.184000, 6, 4
0.185000, 6, 5
0.186000, 3, 8
0.187000, 5, 6
0.188000, 6, 5
0.189000, 4, 7
0.190000, 2, 9
0.191000, 6, 5
0.192000, 8, 3
0.193000, 4, 7
0.194000, 5, 6
0.195000, 4, 7
0.196000, 4, 5
0.197000, 8, 3
0.198000, 4, 6
0.199000, 5, 6
0.200000, 8, 2
0.201000, 10, 1
0.202000, 3, 8
0.203000, 4, 6
0.204000, 5, 6
0.205000, 5, 6
0.206000, 6, 5
0.207000, 9, 2
0.208000, 5, 6
0.209000, 10, 1
0.210000, 3, 8
0.211000, 3, 8
0.212000, 7, 3
0.213000, 5, 5
0.214000, 4, 4
0.215000, 7, 4
0.216000, 3, 8
0.217000, 9, 2
0.218000, 5, 4
0.219000, 5, 4
0.220000, 7, 3
0.221000, 3, 8
0.222000, 2, 9
0.223000, 3, 8
0.224000, 1, 10
0.225000, 2, 9
0.226000, 2, 8
0.227000, 3, 8
0.228000, 3, 8
0.229000, 2, 9
0.230000, 7, 4
0.231000, 3, 8
0.232000, 3, 8
0.233000, 1, 10
0.234000, 5, 4
0.235000, 2, 9
0.236000, 1, 10
0.237000, 2, 9
0.238000, 1, 10
0.239000, 7, 3
0.240000, 7, 3
0.241000, 5, 5
0.242000, 1, 10
0.243000, 6, 5
0.244000, 3, 8
0.245000, 2, 9
0.246000, 2, 9
0.247000, 1, 10
0.248000, 4, 7
0.249000, 1, 10
0.250000, 5, 4
0.251000, 4, 7
0.252000, 1, 10
0.253000, 4, 7
0.254000, 2, 9
0.255000, 3, 8
0.256000, 7, 4
0.257000, 5, 6
0.258000, 5, 6
0.259000, 4, 7
0.260000, 1, 10
0.261000, 4, 7
0.262000, 2, 9
0.263000, 3, 8
0.264000, 1, 10
0.265000, 6, 5
0.266000, 2, 9
0.267000, 3, 8
0.268000, 5, 6
0.269000, 2, 9
0.270000, 3, 8
0.271000, 1, 10
0.272000, 2, 9
0.273000, 1, 10
0.274000, 2, 9
0.275000, 3, 7
0.276000, 2, 9
0.277000, 5, 6
0.278000, 1, 10
0.279000, 3, 8
0.280000, 2, 9
0.281000, 2, 9
0.282000, 1, 10
0.283000, 2, 9
0.284000, 1, 10
0.285000, 1, 10
0.286000, 1, 10
0.287000, 6, 5
0.288000, 1, 10
0.289000, 4, 7
0.290000, 1, 10
0.291000, 1, 10
0.292000, 2, 9
0.293000, 1, 10
0.294000, 2, 9
0.295000, 2, 9
0.296000, 1, 10
0.297000, 1, 10
0.298000, 3, 8
0.299000, 1, 10
0.300000, 2, 9
0.301000, 4, 7
0.302000, 3, 8
0.303000, 1, 10
0.304000, 3, 8
0.305000, 2, 9
0.306000, 9, 2
0.307000, 4, 7
0.308000, 1, 10
0.309000, 2, 9
0.310000, 2, 9
0.311000, 2, 9
0.312000, 1, 10
0.313000, 1, 10
0.314000, 4, 5
0.315000, 1, 10
0.316000, 3, 8
0.317000, 1, 10
0.318000, 2, 9
0.319000, 1, 10
0.320000, 2, 9
0.321000, 2, 9
0.322000, 1, 10
0.323000, 1, 10
0.324000, 1, 10
0.325000, 2, 9
0.326000, 2, 9
0.327000, 3, 8
0.328000, 1, 10
0.329000, 4, 7
0.330000, 1, 10
0.331000, 1, 10
0.332000, 1, 10
0.333000, 1, 10
0.334000, 1, 10
0.335000, 1, 10
0.336000, 2, 9
0.337000, 1, 10
0.338000, 2, 9
0.339000, 1, 10
0.340000, 2, 9
0.341000, 1, 10
0.342000, 2, 9
0.343000, 1, 10
0.344000, 2, 9
0.345000, 1, 10
0.346000, 1, 10
0.347000, 1, 10
0.348000, 1, 10
0.349000, 3, 8
0.350000, 1, 10
0.351000, 2, 9
0.352000, 2, 9
0.353000, 1, 10
0.354000, 1, 10
0.355000, 1, 10
0.356000, 1, 10
0.357000, 1, 10
0.358000, 2, 9
0.359000, 1, 10
0.360000, 1, 10
0.361000, 1, 10
0.362000, 1, 10
0.363000, 1, 10
0.364000, 1, 10
0.365000, 1, 10
0.366000, 3, 8
0.367000, 1, 10
0.368000, 2, 9
0.369000, 1, 10
0.370000, 2, 9
0.371000, 1, 10
0.372000, 3, 8
0.373000, 1, 10
0.374000, 1, 10
0.375000, 1, 10
0.376000, 1, 10
0.377000, 1, 10
0.378000, 3, 8
0.379000, 1, 10
0.380000, 1, 10
0.381000, 1, 10
0.382000, 1, 10
0.383000, 1, 10
0.384000, 1, 10
0.385000, 1, 10
0.386000, 1, 10
0.387000, 2, 9
0.388000, 1, 10
0.389000, 2, 9
0.390000, 1, 10
0.391000, 1, 10
0.392000, 1, 10
0.393000, 1, 10
0.394000, 1, 10
0.395000, 1, 10
0.396000, 1, 10
0.397000, 1, 10
0.398000, 1, 10
0.399000, 1, 10
0.400000, 1, 10
0.401000, 1, 10
0.402000, 1, 10
0.403000, 1, 10
0.404000, 1, 10
0.405000, 3, 8
0.406000, 1, 10
0.407000, 1, 10
0.408000, 1, 10
0.409000, 1, 10
0.410000, 2, 9
0.411000, 1, 10
0.412000, 1, 10
0.413000, 1, 10
0.414000, 1, 10
0.415000, 2, 9
0.416000, 1, 10
0.417000, 2, 9
0.418000, 1, 10
0.419000, 1, 10
0.420000, 1, 10
0.421000, 1, 10
0.422000, 1, 10
0.423000, 1, 10
0.424000, 1, 10
0.425000, 1, 10
0.426000, 1, 10
0.427000, 1, 10
0.428000, 1, 10
0.429000, 2, 9
0.430000, 2, 8
0.431000, 1, 10
0.432000, 1, 10
0.433000, 1, 10
0.434000, 1, 10
0.435000, 1, 10
0.436000, 1, 10
0.437000, 1, 10
0.438000, 1, 10
0.439000, 1, 10
0.440000, 1, 10
0.441000, 1, 10
0.442000, 1, 10
0.443000, 1, 10
0.444000, 1, 10
0.445000, 2, 9
0.446000, 1, 10
0.447000, 1, 10
0.448000, 1, 10
0.449000, 1, 10
0.450000, 1, 10
0.451000, 1, 10
0.452000, 1, 10
0.453000, 1, 10
0.454000, 1, 10
0.455000, 1, 10
0.456000, 1, 10
0.457000, 1, 10
0.458000, 1, 10
0.459000, 1, 10
0.460000, 1, 10
0.461000, 1, 10
0.462000, 1, 10
0.463000, 1, 10
0.464000, 1, 10
0.465000, 1, 10
0.466000, 1, 10
0.467000, 2, 9
0.468000, 1, 10
0.469000, 2, 9
0.470000, 1, 10
0.471000, 2, 9
0.472000, 1, 10
0.473000, 1, 10
0.474000, 1, 10
0.475000, 2, 9
0.476000, 1, 10
0.477000, 1, 10
0.478000, 1, 10
0.479000, 1, 10
0.480000, 1, 10
0.481000, 1, 10
0.482000, 1, 10
0.483000, 1, 10
0.484000, 1, 10
0.485000, 2, 9
0.486000, 1, 10
0.487000, 1, 10
0.488000, 1, 10
0.489000, 1, 10
0.490000, 1, 10
0.491000, 1, 10
0.492000, 1, 10
0.493000, 1, 10
0.494000, 1, 10
0.495000, 1, 10
0.496000, 1, 10
0.497000, 1, 10
0.498000, 1, 10
0.499000, 1, 10
0.500000, 1, 10
0.501000, 1, 10
0.502000, 1, 10
0.503000, 1, 10
0.504000, 1, 10
0.505000, 1, 10
0.506000, 1, 10
0.507000, 1, 10
0.508000, 2, 9
0.509000, 1, 10
0.510000, 1, 10
0.511000, 1, 10
0.512000, 1, 10
0.513000, 1, 10
0.514000, 1, 10
0.515000, 1, 10
0.516000, 1, 10
0.517000, 1, 10
0.518000, 1, 10
0.519000, 1, 10
0.520000, 1, 10
0.521000, 1, 10
0.522000, 1, 10
0.523000, 2, 9
0.524000, 1, 10
0.525000, 1, 10
0.526000, 1, 10
0.527000, 1, 10
0.528000, 1, 10
0.529000, 1, 10
0.530000, 1, 10
0.531000, 1, 10
0.532000, 1, 10
0.533000, 1, 10
0.534000, 1, 10
0.535000, 1, 10
0.536000, 1, 10
0.537000, 1, 10
0.538000, 1, 10
0.539000, 1, 10
0.540000, 1, 10
0.541000, 1, 10
0.542000, 1, 10
0.543000, 1, 10
0.544000, 1, 10
0.545000, 1, 10
0.546000, 1, 10
0.547000, 1, 10
0.548000, 1, 10
0.549000, 1, 10
0.550000, 1, 10
0.551000, 1, 10
0.552000, 1, 10
0.553000, 1, 10
0.554000, 1, 10
0.555000, 1, 10
0.556000, 1, 10
0.557000, 1, 10
0.558000, 1, 10
0.559000, 1, 10
0.560000, 1, 10
0.561000, 1, 10
0.562000, 1, 10
0.563000, 1, 10
0.564000, 1, 10
0.565000, 1, 10
0.566000, 1, 10
0.567000, 1, 10
0.568000, 1, 10
0.569000, 1, 10
0.570000, 1, 10
0.571000, 1, 10
0.572000, 1, 10
0.573000, 1, 10
0.574000, 1, 10
0.575000, 1, 10
0.576000, 1, 10
0.577000, 1, 10
0.578000, 1, 10
0.579000, 1, 10
0.580000, 2, 9
0.581000, 1, 10
0.582000, 1, 10
0.583000, 1, 10
0.584000, 1, 10
0.585000, 1, 10
0.586000, 1, 10
0.587000, 1, 10
0.588000, 1, 10
0.589000, 1, 10
0.590000, 1, 10
0.591000, 1, 10
0.592000, 1, 10
0.593000, 1, 10
0.594000, 1, 10
0.595000, 1, 10
0.596000, 1, 10
0.597000, 1, 10
0.598000, 1, 10
0.599000, 1, 10
0.600000, 1, 10
0.601000, 1, 10
0.602000, 1, 10
0.603000, 1, 10
0.604000, 1, 10
0.605000, 1, 10
0.606000, 1, 10
0.607000, 1, 10
0.608000, 1, 10
0.609000, 1, 10
0.610000, 1, 10
0.611000, 1, 10
0.612000, 1, 10
0.613000, 1, 10
0.614000, 1, 10
0.615000, 1, 10
0.616000, 1, 10
0.617000, 1, 10
0.618000, 1, 10
0.619000, 1, 10
0.620000, 1, 10
0.621000, 1, 10
0.622000, 1, 10
0.623000, 1, 10
0.624000, 1, 10
0.625000, 1, 10
0.626000, 1, 10
0.627000, 1, 10
0.628000, 1, 10
0.629000, 1, 10
0.630000, 1, 10
0.631000, 1, 10
0.632000, 1, 10
0.633000, 1, 10
0.634000, 1, 10
0.635000, 1, 10
0.636000, 1, 10
0.637000, 1, 10
0.638000, 1, 10
0.639000, 1, 10
0.640000, 1, 10
0.641000, 1, 10
0.642000, 1, 10
0.643000, 1, 10
0.644000, 1, 10
0.645000, 1, 10
0.646000, 1, 10
0.647000, 1, 10
0.648000, 1, 10
0.649000, 1, 10
0.650000, 1, 10
0.651000, 1, 10
0.652000, 1, 10
0.653000, 1, 10
0.654000, 1, 10
0.655000, 1, 10
0.656000, 1, 10
0.657000, 1, 10
0.658000, 1, 10
0.659000, 1, 10
0.660000, 1, 10
0.661000, 1, 10
0.662000, 1, 10
0.663000, 1, 10
0.664000, 1, 10
0.665000, 1, 10
0.666000, 1, 10
0.667000, 1, 10
0.668000, 1, 10
0.669000, 1, 10
0.670000, 1, 10
0.671000, 1, 10
0.672000, 1, 10
0.673000, 1, 10
0.674000, 1, 10
0.675000, 1, 10
0.676000, 1, 10
0.677000, 1, 10
0.678000, 1, 10
0.679000, 1, 10
0.680000, 1, 10
0.681000, 1, 10
0.682000, 1, 10
0.683000, 1, 10
0.684000, 1, 10
0.685000, 1, 10
0.686000, 1, 10
0.687000, 1, 10
0.688000, 1, 10
0.689000, 1, 10
0.690000, 1, 10
0.691000, 1, 10
0.692000, 1, 10
0.693000, 1, 10
0.694000, 1, 10
0.695000, 1, 10
0.696000, 1, 10
0.697000, 1, 10
0.698000, 1, 10
0.699000, 1, 10
0.700000, 1, 10
0.701000, 1, 10
0.702000, 1, 10
0.703000, 1, 10
0.704000, 1, 10
0.705000, 1, 10
0.706000, 1, 10
0.707000, 1, 10
0.708000, 1, 10
0.709000, 1, 10
0.710000, 1, 10
0.711000, 1, 10
0.712000, 1, 10
0.713000, 1, 10
0.714000, 1, 10
0.715000, 1, 10
0.716000, 1, 10
0.717000, 1, 10
0.718000, 1, 10
0.719000, 1, 10
0.720000, 1, 10
0.721000, 1, 10
0.722000, 1, 10
0.723000, 1, 10
0.724000, 1, 10
0.725000, 1, 10
0.726000, 1, 10
0.727000, 1, 10
0.728000, 1, 10
0.729000, 1, 10
0.730000, 1, 10
0.731000, 1, 10
0.732000, 1, 10
0.733000, 1, 10
0.734000, 1, 10
0.735000, 1, 10
0.736000, 1, 10
0.737000, 1, 10
0.738000, 1, 10
0.739000, 1, 10
0.740000, 1, 10
0.741000, 1, 10
0.742000, 1, 10
0.743000, 1, 10
0.744000, 1, 10
0.745000, 1, 10
0.746000, 1, 10
0.747000, 1, 10
0.748000, 1, 10
0.749000, 1, 10
0.750000, 1, 10
0.751000, 1, 10
0.752000, 1, 10
0.753000, 1, 10
0.754000, 1, 10
0.755000, 1, 10
0.756000, 1, 10
0.757000, 1, 10
0.758000, 1, 10
0.759000, 1, 10
0.760000, 1, 10
0.761000, 1, 10
0.762000, 1, 10
0.763000, 1, 10
0.764000, 1, 10
0.765000, 1, 10
0.766000, 1, 10
0.767000, 1, 10
0.768000, 1, 10
0.769000, 1, 10
0.770000, 1, 10
0.771000, 1, 10
0.772000, 1, 10
0.773000, 1, 10
0.774000, 1, 10
0.775000, 1, 10
0.776000, 1, 10
0.777000, 1, 10
0.778000, 1, 10
0.779000, 1, 10
0.780000, 1, 10
0.781000, 1, 10
0.782000, 1, 10
0.783000, 1, 10
0.784000, 1, 10
0.785000, 1, 10
0.786000, 1, 10
0.787000, 1, 10
0.788000, 1, 10
0.789000, 1, 10
0.790000, 1, 10
0.791000, 1, 10
0.792000, 1, 10
0.793000, 1, 10
0.794000, 1, 10
0.795000, 1, 10
0.796000, 1, 10
0.797000, 1, 10
0.798000, 1, 10
0.799000, 1, 10
0.800000, 1, 10
0.801000, 1, 10
0.802000, 1, 10
0.803000, 1, 10
0.804000, 1, 10
0.805000, 1, 10
0.806000, 1, 10
0.807000, 1, 10
0.808000, 1, 10
0.809000, 1, 10
0.810000, 1, 10
0.811000, 1, 10
0.812000, 1, 10
0.813000, 1, 10
0.814000, 1, 10
0.815000, 1, 10
0.816000, 1, 10
0.817000, 1, 10
0.818000, 1, 10
0.819000, 1, 10
0.820000, 1, 10
0.821000, 1, 10
0.822000, 1, 10
0.823000, 1, 10
0.824000, 1, 10
0.825000, 1, 10
0.826000, 1, 10
0.827000, 1, 10
0.828000, 1, 10
0.829000, 1, 10
0.830000, 1, 10
0.831000, 1, 10
0.832000, 1, 10
0.833000, 1, 10
0.834000, 1, 10
0.835000, 1, 10
0.836000, 1, 10
0.837000, 1, 10
0.838000, 1, 10
0.839000, 1, 10
0.840000, 1, 10
0.841000, 1, 10
0.842000, 1, 10
0.843000, 1, 10
0.844000, 1, 10
0.845000, 1, 10
0.846000, 1, 10
0.847000, 1, 10
0.848000, 1, 10
0.849000, 1, 10
0.850000, 1, 10
0.851000, 1, 10
0.852000, 1, 10
0.853000, 1, 10
0.854000, 1, 10
0.855000, 1, 10
0.856000, 1, 10
0.857000, 1, 10
0.858000, 1, 10
0.859000, 1, 10
0.860000, 1, 10
0.861000, 1, 10
0.862000, 1, 10
0.863000, 1, 10
0.864000, 1, 10
0.865000, 1, 10
0.866000, 1, 10
0.867000, 1, 10
0.868000, 1, 10
0.869000, 1, 10
0.870000, 1, 10
0.871000, 1, 10
0.872000, 1, 10
0.873000, 1, 10
0.874000, 1, 10
0.875000, 1, 10
0.876000, 1, 10
0.877000, 1, 10
0.878000, 1, 10
0.879000, 1, 10
0.880000, 1, 10
0.881000, 1, 10
0.882000, 1, 10
0.883000, 1, 10
0.884000, 1, 10
0.885000, 1, 10
0.886000, 1, 10
0.887000, 1, 10
0.888000, 1, 10
0.889000, 1, 10
0.890000, 1, 10
0.891000, 1, 10
0.892000, 1, 10
0.893000, 1, 10
0.894000, 1, 10
0.895000, 1, 10
0.896000, 1, 10
0.897000, 1, 10
0.898000, 1, 10
0.899000, 1, 10
0.900000, 1, 10
0.901000, 1, 10
0.902000, 1, 10
0.903000, 1, 10
0.904000, 1, 10
0.905000, 1, 10
0.906000, 1, 10
0.907000, 1, 10
0.908000, 1, 10
0.909000, 1, 10
0.910000, 1, 10
0.911000, 1, 10
0.912000, 1, 10
0.913000, 1, 10
0.914000, 1, 10
0.915000, 1, 10
0.916000, 1, 10
0.917000, 1, 10
0.918000, 1, 10
0.919000, 1, 10
0.920000, 1, 10
0.921000, 1, 10
0.922000, 1, 10
0.923000, 1, 10
0.924000, 1, 10
0.925000, 1, 10
0.926000, 1, 10
0.927000, 1, 10
0.928000, 1, 10
0.929000, 1, 10
0.930000, 1, 10
0.931000, 1, 10
0.932000, 1, 10
0.933000, 1, 10
0.934000, 1, 10
0.935000, 1, 10
0.936000, 1, 10
0.937000, 1, 10
0.938000, 1, 10
0.939000, 1, 10
0.940000, 1, 10
0.941000, 1, 10
0.942000, 1, 10
0.943000, 1, 10
0.944000, 1, 10
0.945000, 1, 10
0.946000, 1, 10
0.947000, 1, 10
0.948000, 1, 10
0.949000, 1, 10
0.950000, 1, 10
0.951000, 1, 10
0.952000, 1, 10
0.953000, 1, 10
0.954000, 1, 10
0.955000, 1, 10
0.956000, 1, 10
0.957000, 1, 10
0.958000, 1, 10
0.959000, 1, 10
0.960000, 1, 10
0.961000, 1, 10
0.962000, 1, 10
0.963000, 1, 10
0.964000, 1, 10
0.965000, 1, 10
0.966000, 1, 10
0.967000, 1, 10
0.968000, 1, 10
0.969000, 1, 10
0.970000, 1, 10
0.971000, 1, 10
0.972000, 1, 10
0.973000, 1, 10
0.974000, 1, 10
0.975000, 1, 10
0.976000, 1, 10
0.977000, 1, 10
0.978000, 1, 10
0.979000, 1, 10
0.980000, 1, 10
0.981000, 1, 10
0.982000, 1, 10
0.983000, 1, 10
0.984000, 1, 10
0.985000, 1, 10
0.986000, 1, 10
0.987000, 1, 10
0.988000, 1, 10
0.989000, 1, 10
0.990000, 1, 10
0.991000, 1, 10
0.992000, 1, 10
0.993000, 1, 10
0.994000, 1, 10
0.995000, 1, 10
0.996000, 1, 10
0.997000, 1, 10
0.998000, 1, 10
0.999000, 1, 10
