p,n_scc,largest_scc
0.001110, 1000, 1
0.001120, 955, 41
0.001130, 997, 3
0.001140, 990, 10
0.001150, 967, 22
0.001160, 919, 82
0.001170, 961, 33
0.001180, 978, 22
0.001190, 856, 145
0.001200, 949, 43
0.001210, 924, 75
0.001220, 907, 94
0.001230, 894, 104
0.001240, 818, 183
0.001250, 848, 152
0.001260, 920, 73
0.001270, 884, 108
0.001280, 914, 86
0.001290, 787, 214
0.001300, 810, 191
0.001310, 820, 180
0.001320, 845, 138
0.001330, 839, 162
0.001340, 823, 178
0.001350, 722, 276
0.001360, 834, 165
0.001370, 750, 248
0.001380, 694, 306
0.001390, 724, 254
0.001400, 784, 216
0.001410, 797, 204
0.001420, 686, 313
0.001430, 710, 291
0.001440, 693, 306
0.001450, 676, 325
0.001460, 748, 251
0.001470, 738, 261
0.001480, 683, 318
0.001490, 715, 286
0.001500, 641, 359
0.001510, 679, 321
0.001520, 638, 363
0.001530, 675, 326
0.001540, 555, 441
0.001550, 646, 354
0.001560, 553, 448
0.001570, 610, 391
0.001580, 563, 436
0.001590, 659, 342
0.001600, 568, 433
0.001610, 561, 440
0.001620, 569, 429
0.001630, 554, 446
0.001640, 540, 460
0.001650, 630, 371
0.001660, 526, 473
0.001670, 578, 423
0.001680, 535, 466
0.001690, 492, 509
0.001700, 523, 477
0.001710, 486, 515
0.001720, 492, 509
0.001730, 537, 461
0.001740, 525, 475
0.001750, 492, 509
0.001760, 477, 524
0.001770, 496, 505
0.001780, 487, 511
0.001790, 421, 580
0.001800, 591, 409
0.001810, 442, 559
0.001820, 433, 567
0.001830, 458, 543
0.001840, 416, 585
0.001850, 383, 617
0.001860, 431, 570
0.001870, 408, 593
0.001880, 428, 573
0.001890, 440, 560
0.001900, 454, 544
0.001910, 419, 582
0.001920, 405, 596
0.001930, 413, 586
0.001940, 345, 656
0.001950, 447, 554
0.001960, 458, 543
0.001970, 337, 664
0.001980, 351, 650
0.001990, 411, 588
0.002000, 360, 641
0.002010, 389, 612
0.002020, 379, 622
0.002030, 357, 644
0.002040, 325, 676
0.002050, 291, 710
0.002060, 308, 693
0.002070, 338, 663
0.002080, 340, 660
0.002090, 326, 675
0.002100, 353, 645
0.002110, 269, 731
0.002120, 335, 666
0.002130, 305, 696
0.002140, 372, 629
0.002150, 261, 740
0.002160, 300, 701
0.002170, 254, 745
0.002180, 369, 632
0.002190, 247, 754
0.002200, 292, 709
0.002210, 231, 770
0.002220, 267, 734
0.002230, 250, 751
0.002240, 296, 705
0.002250, 330, 671
0.002260, 259, 742
0.002270, 260, 740
0.002280, 240, 761
0.002290, 244, 757
0.002300, 237, 764
0.002310, 263, 738
0.002320, 256, 745
0.002330, 235, 766
0.002340, 270, 731
0.002350, 215, 786
0.002360, 233, 768
0.002370, 232, 769
0.002380, 249, 752
0.002390, 261, 740
0.002400, 191, 810
0.002410, 242, 758
0.002420, 227, 774
0.002430, 215, 786
0.002440, 200, 801
0.002450, 228, 773
0.002460, 174, 827
0.002470, 202, 799
0.002480, 206, 795
0.002490, 199, 802
0.002500, 184, 817
0.002510, 212, 789
0.002520, 210, 791
0.002530, 168, 833
0.002540, 180, 821
0.002550, 176, 825
0.002560, 170, 830
0.002570, 188, 813
0.002580, 212, 789
0.002590, 179, 821
0.002600, 160, 841
0.002610, 165, 836
0.002620, 184, 817
0.002630, 159, 842
0.002640, 155, 846
0.002650, 162, 839
0.002660, 144, 857
0.002670, 157, 844
0.002680, 172, 829
0.002690, 166, 835
0.002700, 147, 854
0.002710, 156, 845
0.002720, 186, 815
0.002730, 158, 843
0.002740, 162, 839
0.002750, 151, 850
0.002760, 153, 848
0.002770, 135, 866
0.002780, 130, 871
0.002790, 154, 847
0.002800, 138, 862
0.002810, 141, 860
0.002820, 136, 865
0.002830, 139, 862
0.002840, 161, 840
0.002850, 160, 841
0.002860, 141, 860
0.002870, 132, 869
0.002880, 121, 880
0.002890, 146, 855
0.002900, 132, 869
0.002910, 129, 872
0.002920, 112, 889
0.002930, 115, 886
0.002940, 117, 884
0.002950, 122, 879
0.002960, 109, 892
0.002970, 136, 865
0.002980, 105, 896
0.002990, 106, 895
0.003000, 106, 895
0.003010, 139, 862
0.003020, 123, 878
0.003030, 106, 895
0.003040, 97, 904
0.003050, 117, 884
0.003060, 111, 890
0.003070, 111, 890
0.003080, 107, 894
0.003090, 104, 897
0.003100, 95, 906
0.003110, 98, 903
0.003120, 82, 919
0.003130, 113, 888
0.003140, 97, 904
0.003150, 94, 907
0.003160, 131, 870
0.003170, 122, 879
0.003180, 85, 916
0.003190, 110, 891
0.003200, 89, 912
0.003210, 82, 919
0.003220, 94, 907
0.003230, 87, 914
0.003240, 92, 909
0.003250, 87, 914
0.003260, 96, 905
0.003270, 78, 923
0.003280, 107, 894
0.003290, 78, 923
0.003300, 87, 914
0.003310, 87, 914
0.003320, 109, 892
0.003330, 79, 922
0.003340, 101, 900
0.003350, 92, 909
0.003360, 87, 914
0.003370, 80, 921
0.003380, 55, 946
0.003390, 64, 937
0.003400, 68, 933
0.003410, 73, 928
0.003420, 83, 918
0.003430, 69, 932
0.003440, 66, 935
0.003450, 74, 927
0.003460, 77, 924
0.003470, 73, 928
0.003480, 79, 922
0.003490, 72, 929
0.003500, 74, 927
0.003510, 58, 943
0.003520, 67, 934
0.003530, 64, 937
0.003540, 59, 942
0.003550, 73, 928
0.003560, 68, 933
0.003570, 74, 927
0.003580, 51, 950
0.003590, 65, 936
0.003600, 61, 940
0.003610, 81, 920
0.003620, 70, 931
0.003630, 67, 934
0.003640, 76, 925
0.003650, 62, 939
0.003660, 70, 931
0.003670, 51, 950
0.003680, 51, 950
0.003690, 66, 935
0.003700, 49, 952
0.003710, 54, 947
0.003720, 45, 956
0.003730, 65, 936
0.003740, 42, 959
0.003750, 72, 929
0.003760, 46, 955
0.003770, 37, 964
0.003780, 43, 958
0.003790, 56, 945
0.003800, 54, 947
0.003810, 53, 948
0.003820, 39, 962
0.003830, 45, 956
0.003840, 61, 940
0.003850, 45, 956
0.003860, 56, 945
0.003870, 55, 946
0.003880, 47, 954
0.003890, 53, 948
0.003900, 50, 951
0.003910, 52, 949
0.003920, 33, 968
0.003930, 43, 958
0.003940, 40, 961
0.003950, 52, 949
0.003960, 38, 963
0.003970, 47, 954
0.003980, 34, 967
0.003990, 40, 961
0.004000, 33, 968
0.004010, 39, 962
0.004020, 34, 967
0.004030, 36, 965
0.004040, 33, 968
0.004050, 37, 964
0.004060, 38, 962
0.004070, 34, 967
0.004080, 33, 968
0.004090, 43, 958
0.004100, 43, 958
0.004110, 26, 975
0.004120, 40, 961
0.004130, 47, 954
0.004140, 27, 974
0.004150, 35, 966
0.004160, 34, 967
0.004170, 35, 966
0.004180, 43, 958
0.004190, 24, 977
0.004200, 28, 973
0.004210, 31, 970
0.004220, 21, 980
0.004230, 36, 965
0.004240, 23, 978
0.004250, 23, 978
0.004260, 25, 976
0.004270, 30, 971
0.004280, 31, 970
0.004290, 43, 958
0.004300, 44, 957
0.004310, 28, 973
0.004320, 34, 967
0.004330, 26, 975
0.004340, 36, 965
0.004350, 33, 968
0.004360, 34, 967
0.004370, 20, 981
0.004380, 24, 977
0.004390, 27, 974
0.004400, 32, 969
0.004410, 20, 981
0.004420, 26, 975
0.004430, 27, 974
0.004440, 39, 962
0.004450, 18, 983
0.004460, 21, 980
0.004470, 22, 979
0.004480, 22, 979
0.004490, 20, 981
0.004500, 18, 983
0.004510, 27, 974
0.004520, 31, 970
0.004530, 27, 974
0.004540, 18, 983
0.004550, 19, 982
0.004560, 19, 982
0.004570, 21, 980
0.004580, 24, 977
0.004590, 13, 988
0.004600, 29, 972
0.004610, 23, 978
0.004620, 21, 980
0.004630, 27, 974
0.004640, 27, 974
0.004650, 35, 966
0.004660, 29, 972
0.004670, 27, 974
0.004680, 27, 974
0.004690, 21, 980
0.004700, 19, 982
0.004710, 15, 986
0.004720, 20, 981
0.004730, 26, 975
0.004740, 20, 981
0.004750, 22, 979
0.004760, 24, 977
0.004770, 17, 984
0.004780, 27, 974
0.004790, 25, 976
0.004800, 26, 975
0.004810, 25, 976
0.004820, 16, 985
0.004830, 20, 981
0.004840, 23, 978
0.004850, 13, 988
0.004860, 18, 983
0.004870, 14, 987
0.004880, 17, 984
0.004890, 16, 985
0.004900, 11, 990
0.004910, 23, 978
0.004920, 19, 982
0.004930, 25, 976
0.004940, 25, 976
0.004950, 23, 978
0.004960, 16, 985
0.004970, 16, 985
0.004980, 8, 993
0.004990, 13, 988
0.005000, 17, 984
0.005010, 19, 982
0.005020, 11, 990
0.005030, 20, 981
0.005040, 17, 984
0.005050, 17, 984
0.005060, 21, 980
0.005070, 14, 987
0.005080, 6, 995
0.005090, 11, 990
0.005100, 10, 991
0.005110, 14, 987
0.005120, 10, 991
0.005130, 14, 987
0.005140, 12, 989
0.005150, 13, 988
0.005160, 10, 991
0.005170, 12, 989
0.005180, 11, 990
0.005190, 13, 988
0.005200, 13, 988
0.005210, 13, 988
0.005220, 10, 991
0.005230, 10, 991
0.005240, 12, 989
0.005250, 7, 994
0.005260, 8, 993
0.005270, 15, 986
0.005280, 5, 996
0.005290, 12, 989
0.005300, 11, 990
0.005310, 9, 992
0.005320, 15, 986
0.005330, 13, 988
0.005340, 15, 986
0.005350, 10, 991
0.005360, 10, 991
0.005370, 10, 991
0.005380, 14, 987
0.005390, 8, 993
0.005400, 10, 991
0.005410, 8, 993
0.005420, 7, 994
0.005430, 5, 996
0.005440, 7, 994
0.005450, 7, 994
0.005460, 9, 992
0.005470, 13, 988
0.005480, 5, 996
0.005490, 5, 996
0.005500, 11, 990
0.005510, 6, 995
0.005520, 10, 991
0.005530, 6, 995
0.005540, 7, 994
0.005550, 7, 994
0.005560, 6, 995
0.005570, 11, 990
0.005580, 9, 992
0.005590, 5, 996
0.005600, 7, 994
0.005610, 8, 993
0.005620, 10, 991
0.005630, 6, 995
0.005640, 11, 990
0.005650, 13, 988
0.005660, 5, 996
0.005670, 8, 993
0.005680, 8, 993
0.005690, 12, 989
0.005700, 4, 997
0.005710, 9, 992
0.005720, 7, 994
0.005730, 7, 994
0.005740, 9, 992
0.005750, 6, 995
0.005760, 9, 992
0.005770, 7, 994
0.005780, 4, 997
0.005790, 13, 988
0.005800, 7, 994
0.005810, 2, 999
0.005820, 11, 990
0.005830, 6, 995
0.005840, 7, 994
0.005850, 6, 995
0.005860, 2, 999
0.005870, 4, 997
0.005880, 2, 999
0.005890, 8, 993
0.005900, 8, 993
0.005910, 4, 997
0.005920, 7, 994
0.005930, 8, 993
0.005940, 8, 993
0.005950, 10, 991
0.005960, 6, 995
0.005970, 9, 992
0.005980, 8, 993
0.005990, 9, 992
0.006000, 3, 998
0.006010, 6, 995
0.006020, 6, 995
0.006030, 3, 998
0.006040, 4, 997
0.006050, 5, 996
0.006060, 7, 994
0.006070, 7, 994
0.006080, 4, 997
0.006090, 7, 994
0.006100, 10, 991
0.006110, 7, 994
0.006120, 6, 995
0.006130, 7, 994
0.006140, 4, 997
0.006150, 6, 995
0.006160, 2, 999
0.006170, 8, 993
0.006180, 8, 993
0.006190, 3, 998
0.006200, 2, 999
0.006210, 1, 1000
0.006220, 2, 999
0.006230, 5, 996
0.006240, 6, 995
0.006250, 4, 997
0.006260, 3, 998
0.006270, 5, 996
0.006280, 4, 997
0.006290, 4, 997
0.006300, 6, 995
0.006310, 3, 998
0.006320, 3, 998
0.006330, 6, 995
0.006340, 3, 998
0.006350, 4, 997
0.006360, 4, 997
0.006370, 6, 995
0.006380, 6, 995
0.006390, 3, 998
0.006400, 3, 998
0.006410, 5, 996
0.006420, 5, 996
0.006430, 3, 998
0.006440, 7, 994
0.006450, 2, 999
0.006460, 3, 998
0.006470, 3, 998
0.006480, 4, 997
0.006490, 2, 999
0.006500, 1, 1000
0.006510, 7, 994
0.006520, 3, 998
0.006530, 6, 995
0.006540, 2, 999
0.006550, 5, 996
0.006560, 2, 999
0.006570, 2, 999
0.006580, 7, 994
0.006590, 4, 997
0.006600, 4, 997
0.006610, 6, 995
0.006620, 2, 999
0.006630, 2, 999
0.006640, 2, 999
0.006650, 8, 993
0.006660, 1, 1000
0.006670, 2, 999
0.006680, 5, 996
0.006690, 3, 998
0.006700, 6, 995
0.006710, 1, 1000
0.006720, 9, 992
0.006730, 3, 998
0.006740, 5, 996
0.006750, 3, 998
0.006760, 5, 996
0.006770, 6, 995
0.006780, 5, 996
0.006790, 3, 998
0.006800, 3, 998
0.006810, 5, 996
0.006820, 4, 997
0.006830, 3, 998
0.006840, 4, 997
0.006850, 2, 999
0.006860, 2, 999
0.006870, 2, 999
0.006880, 3, 998
0.006890, 4, 997
0.006900, 7, 994
0.006910, 3, 998
0.006920, 2, 999
0.006930, 3, 998
0.006940, 1, 1000
0.006950, 4, 997
0.006960, 2, 999
0.006970, 3, 998
0.006980, 2, 999
0.006990, 4, 997
0.007000, 3, 998
0.007010, 3, 998
0.007020, 1, 1000
0.007030, 5, 996
0.007040, 4, 997
0.007050, 2, 999
0.007060, 2, 999
0.007070, 3, 998
0.007080, 3, 998
0.007090, 4, 997
0.007100, 3, 998
0.007110, 1, 1000
0.007120, 3, 998
0.007130, 3, 998
0.007140, 1, 1000
0.007150, 4, 997
0.007160, 1, 1000
0.007170, 2, 999
0.007180, 2, 999
0.007190, 2, 999
0.007200, 4, 997
0.007210, 3, 998
0.007220, 3, 998
0.007230, 1, 1000
0.007240, 2, 999
0.007250, 3, 998
0.007260, 3, 998
0.007270, 1, 1000
0.007280, 2, 999
0.007290, 2, 999
0.007300, 2, 999
0.007310, 3, 998
0.007320, 2, 999
0.007330, 3, 998
0.007340, 2, 999
0.007350, 3, 998
0.007360, 1, 1000
0.007370, 2, 999
0.007380, 2, 999
0.007390, 2, 999
0.007400, 2, 999
0.007410, 3, 998
0.007420, 3, 998
0.007430, 3, 998
0.007440, 2, 999
0.007450, 1, 1000
0.007460, 2, 999
0.007470, 1, 1000
0.007480, 4, 997
0.007490, 2, 999
0.007500, 1, 1000
0.007510, 2, 999
0.007520, 2, 999
0.007530, 1, 1000
0.007540, 3, 998
0.007550, 2, 999
0.007560, 3, 998
0.007570, 2, 999
0.007580, 3, 998
0.007590, 1, 1000
0.007600, 2, 999
0.007610, 1, 1000
0.007620, 2, 999
0.007630, 3, 998
0.007640, 1, 1000
0.007650, 1, 1000
0.007660, 1, 1000
0.007670, 2, 999
0.007680, 1, 1000
0.007690, 3, 998
0.007700, 2, 999
0.007710, 1, 1000
0.007720, 1, 1000
0.007730, 1, 1000
0.007740, 1, 1000
0.007750, 1, 1000
0.007760, 3, 998
0.007770, 1, 1000
0.007780, 4, 997
0.007790, 4, 997
0.007800, 1, 1000
0.007810, 2, 999
0.007820, 3, 998
0.007830, 1, 1000
0.007840, 2, 999
0.007850, 2, 999
0.007860, 2, 999
0.007870, 1, 1000
0.007880, 2, 999
0.007890, 1, 1000
0.007900, 2, 999
0.007910, 1, 1000
0.007920, 2, 999
0.007930, 1, 1000
0.007940, 1, 1000
0.007950, 1, 1000
0.007960, 2, 999
0.007970, 1, 1000
0.007980, 2, 999
0.007990, 1, 1000
0.008000, 1, 1000
0.008010, 2, 999
0.008020, 1, 1000
0.008030, 1, 1000
0.008040, 1, 1000
0.008050, 1, 1000
0.008060, 2, 999
0.008070, 1, 1000
0.008080, 3, 998
0.008090, 2, 999
0.008100, 1, 1000
0.008110, 1, 1000
0.008120, 1, 1000
0.008130, 2, 999
0.008140, 1, 1000
0.008150, 1, 1000
0.008160, 1, 1000
0.008170, 3, 998
0.008180, 3, 998
0.008190, 1, 1000
0.008200, 2, 999
0.008210, 1, 1000
0.008220, 1, 1000
0.008230, 1, 1000
0.008240, 2, 999
0.008250, 2, 999
0.008260, 1, 1000
0.008270, 2, 999
0.008280, 1, 1000
0.008290, 3, 998
0.008300, 2, 999
0.008310, 2, 999
0.008320, 4, 997
0.008330, 1, 1000
0.008340, 1, 1000
0.008350, 1, 1000
0.008360, 2, 999
0.008370, 3, 998
0.008380, 1, 1000
0.008390, 1, 1000
0.008400, 1, 1000
0.008410, 1, 1000
0.008420, 2, 999
0.008430, 1, 1000
0.008440, 2, 999
0.008450, 1, 1000
0.008460, 2, 999
0.008470, 3, 998
0.008480, 1, 1000
0.008490, 1, 1000
0.008500, 1, 1000
0.008510, 1, 1000
0.008520, 1, 1000
0.008530, 2, 999
0.008540, 1, 1000
0.008550, 1, 1000
0.008560, 1, 1000
0.008570, 1, 1000
0.008580, 1, 1000
0.008590, 3, 998
0.008600, 1, 1000
0.008610, 3, 998
0.008620, 1, 1000
0.008630, 1, 1000
0.008640, 1, 1000
0.008650, 1, 1000
0.008660, 3, 998
0.008670, 1, 1000
0.008680, 1, 1000
0.008690, 1, 1000
0.008700, 1, 1000
0.008710, 1, 1000
0.008720, 1, 1000
0.008730, 1, 1000
0.008740, 1, 1000
0.008750, 1, 1000
0.008760, 2, 999
0.008770, 1, 1000
0.008780, 2, 999
0.008790, 2, 999
0.008800, 1, 1000
0.008810, 1, 1000
0.008820, 1, 1000
0.008830, 1, 1000
0.008840, 1, 1000
0.008850, 2, 999
0.008860, 1, 1000
0.008870, 1, 1000
0.008880, 1, 1000
0.008890, 2, 999
0.008900, 1, 1000
0.008910, 2, 999
0.008920, 1, 1000
0.008930, 1, 1000
0.008940, 1, 1000
0.008950, 2, 999
0.008960, 1, 1000
0.008970, 2, 999
0.008980, 1, 1000
0.008990, 1, 1000
0.009000, 1, 1000
0.009010, 1, 1000
0.009020, 2, 999
0.009030, 2, 999
0.009040, 1, 1000
0.009050, 1, 1000
0.009060, 1, 1000
0.009070, 1, 1000
0.009080, 1, 1000
0.009090, 1, 1000
0.009100, 1, 1000
0.009110, 1, 1000
0.009120, 1, 1000
0.009130, 2, 999
0.009140, 1, 1000
0.009150, 2, 999
0.009160, 1, 1000
0.009170, 1, 1000
0.009180, 1, 1000
0.009190, 1, 1000
0.009200, 1, 1000
0.009210, 1, 1000
0.009220, 1, 1000
0.009230, 1, 1000
0.009240, 1, 1000
0.009250, 1, 1000
0.009260, 1, 1000
0.009270, 1, 1000
0.009280, 1, 1000
0.009290, 1, 1000
0.009300, 1, 1000
0.009310, 2, 999
0.009320, 1, 1000
0.009330, 2, 999
0.009340, 2, 999
0.009350, 1, 1000
0.009360, 1, 1000
0.009370, 1, 1000
0.009380, 1, 1000
0.009390, 1, 1000
0.009400, 2, 999
0.009410, 1, 1000
0.009420, 1, 1000
0.009430, 1, 1000
0.009440, 1, 1000
0.009450, 1, 1000
0.009460, 1, 1000
0.009470, 1, 1000
0.009480, 1, 1000
0.009490, 1, 1000
0.009500, 1, 1000
0.009510, 1, 1000
0.009520, 2, 999
0.009530, 1, 1000
0.009540, 1, 1000
0.009550, 1, 1000
0.009560, 1, 1000
0.009570, 3, 998
0.009580, 1, 1000
0.009590, 2, 999
0.009600, 1, 1000
0.009610, 1, 1000
0.009620, 1, 1000
0.009630, 1, 1000
0.009640, 1, 1000
0.009650, 1, 1000
0.009660, 1, 1000
0.009670, 1, 1000
0.009680, 1, 1000
0.009690, 1, 1000
0.009700, 1, 1000
0.009710, 1, 1000
0.009720, 1, 1000
0.009730, 1, 1000
0.009740, 1, 1000
0.009750, 1, 1000
0.009760, 1, 1000
0.009770, 1, 1000
0.009780, 1, 1000
0.009790, 2, 999
0.009800, 1, 1000
0.009810, 1, 1000
0.009820, 1, 1000
0.009830, 1, 1000
0.009840, 1, 1000
0.009850, 2, 999
0.009860, 2, 999
0.009870, 1, 1000
0.009880, 1, 1000
0.009890, 1, 1000
0.009900, 2, 999
0.009910, 1, 1000
0.009920, 1, 1000
0.009930, 1, 1000
0.009940, 1, 1000
0.009950, 1, 1000
0.009960, 1, 1000
0.009970, 1, 1000
0.009980, 1, 1000
0.009990, 1, 1000
0.010000, 1, 1000
