p,n_scc,largest_scc
0.001120, 940, 55
0.001130, 989, 10
0.001140, 995, 6
0.001150, 975, 26
0.001160, 915, 83
0.001170, 913, 64
0.001180, 973, 19
0.001190, 947, 54
0.001200, 864, 137
0.001210, 929, 70
0.001220, 985, 12
0.001230, 876, 118
0.001240, 861, 140
0.001250, 946, 44
0.001260, 954, 43
0.001270, 902, 87
0.001280, 837, 162
0.001290, 868, 129
0.001300, 809, 186
0.001310, 831, 169
0.001320, 870, 131
0.001330, 827, 173
0.001340, 780, 216
0.001350, 788, 212
0.001360, 740, 261
0.001370, 657, 344
0.001380, 730, 267
0.001390, 784, 215
0.001400, 673, 327
0.001410, 730, 271
0.001420, 640, 361
0.001430, 711, 290
0.001440, 796, 204
0.001450, 700, 301
0.001460, 697, 304
0.001470, 790, 210
0.001480, 694, 306
0.001490, 681, 320
0.001500, 637, 364
0.001510, 662, 337
0.001520, 594, 404
0.001530, 562, 439
0.001540, 633, 363
0.001550, 651, 348
0.001560, 631, 367
0.001570, 628, 372
0.001580, 581, 420
0.001590, 592, 407
0.001600, 561, 440
0.001610, 635, 366
0.001620, 575, 426
0.001630, 585, 416
0.001640, 546, 454
0.001650, 510, 491
0.001660, 543, 458
0.001670, 550, 451
0.001680, 595, 406
0.001690, 465, 535
0.001700, 498, 503
0.001710, 521, 480
0.001720, 554, 447
0.001730, 537, 462
0.001740, 483, 518
0.001750, 430, 571
0.001760, 481, 517
0.001770, 497, 502
0.001780, 491, 508
0.001790, 453, 548
0.001800, 447, 554
0.001810, 409, 592
0.001820, 554, 447
0.001830, 458, 542
0.001840, 517, 482
0.001850, 498, 503
0.001860, 419, 582
0.001870, 434, 567
0.001880, 426, 575
0.001890, 411, 589
0.001900, 430, 569
0.001910, 360, 641
0.001920, 468, 531
0.001930, 339, 661
0.001940, 362, 636
0.001950, 385, 616
0.001960, 353, 648
0.001970, 371, 630
0.001980, 381, 617
0.001990, 359, 642
0.002000, 309, 692
0.002010, 402, 599
0.002020, 349, 652
0.002030, 323, 678
0.002040, 331, 670
0.002050, 333, 668
0.002060, 389, 610
0.002070, 305, 696
0.002080, 302, 699
0.002090, 336, 665
0.002100, 342, 659
0.002110, 364, 637
0.002120, 288, 713
0.002130, 355, 646
0.002140, 313, 686
0.002150, 340, 661
0.002160, 314, 687
0.002170, 260, 740
0.002180, 299, 702
0.002190, 298, 703
0.002200, 330, 671
0.002210, 340, 661
0.002220, 280, 721
0.002230, 234, 767
0.002240, 253, 748
0.002250, 268, 733
0.002260, 264, 737
0.002270, 242, 759
0.002280, 256, 745
0.002290, 263, 738
0.002300, 245, 756
0.002310, 218, 783
0.002320, 253, 748
0.002330, 270, 729
0.002340, 230, 771
0.002350, 238, 763
0.002360, 233, 768
0.002370, 220, 781
0.002380, 256, 744
0.002390, 233, 768
0.002400, 235, 762
0.002410, 225, 776
0.002420, 264, 737
0.002430, 225, 776
0.002440, 202, 798
0.002450, 241, 760
0.002460, 232, 769
0.002470, 193, 808
0.002480, 217, 784
0.002490, 213, 788
0.002500, 216, 785
0.002510, 204, 797
0.002520, 202, 799
0.002530, 178, 820
0.002540, 215, 786
0.002550, 194, 807
0.002560, 174, 827
0.002570, 174, 827
0.002580, 188, 813
0.002590, 168, 833
0.002600, 211, 790
0.002610, 191, 810
0.002620, 151, 850
0.002630, 186, 815
0.002640, 166, 835
0.002650, 140, 861
0.002660, 182, 819
0.002670, 163, 838
0.002680, 176, 825
0.002690, 153, 848
0.002700, 161, 840
0.002710, 178, 823
0.002720, 133, 868
0.002730, 157, 844
0.002740, 152, 849
0.002750, 164, 837
0.002760, 157, 843
0.002770, 169, 832
0.002780, 144, 857
0.002790, 136, 865
0.002800, 150, 851
0.002810, 156, 845
0.002820, 131, 870
0.002830, 147, 854
0.002840, 158, 843
0.002850, 138, 863
0.002860, 157, 844
0.002870, 113, 888
0.002880, 149, 852
0.002890, 132, 869
0.002900, 126, 875
0.002910, 134, 867
0.002920, 126, 875
0.002930, 113, 888
0.002940, 133, 868
0.002950, 115, 886
0.002960, 139, 862
0.002970, 113, 888
0.002980, 112, 889
0.002990, 128, 873
0.003000, 128, 873
0.003010, 103, 898
0.003020, 99, 902
0.003030, 108, 893
0.003040, 135, 866
0.003050, 121, 880
0.003060, 100, 901
0.003070, 120, 881
0.003080, 98, 903
0.003090, 123, 878
0.003100, 94, 907
0.003110, 85, 916
0.003120, 102, 899
0.003130, 77, 924
0.003140, 109, 892
0.003150, 77, 924
0.003160, 91, 910
0.003170, 104, 897
0.003180, 95, 906
0.003190, 81, 920
0.003200, 89, 912
0.003210, 103, 898
0.003220, 86, 915
0.003230, 79, 922
0.003240, 87, 914
0.003250, 78, 923
0.003260, 97, 904
0.003270, 83, 918
0.003280, 105, 896
0.003290, 85, 916
0.003300, 86, 915
0.003310, 94, 907
0.003320, 74, 927
0.003330, 70, 931
0.003340, 65, 936
0.003350, 68, 933
0.003360, 95, 906
0.003370, 79, 922
0.003380, 66, 935
0.003390, 75, 926
0.003400, 69, 932
0.003410, 77, 924
0.003420, 71, 930
0.003430, 66, 935
0.003440, 75, 926
0.003450, 74, 927
0.003460, 71, 930
0.003470, 74, 927
0.003480, 74, 927
0.003490, 54, 947
0.003500, 59, 942
0.003510, 62, 939
0.003520, 60, 941
0.003530, 65, 936
0.003540, 54, 947
0.003550, 70, 931
0.003560, 56, 945
0.003570, 70, 931
0.003580, 57, 944
0.003590, 64, 937
0.003600, 68, 933
0.003610, 27, 974
0.003620, 70, 931
0.003630, 62, 939
0.003640, 63, 938
0.003650, 56, 945
0.003660, 48, 953
0.003670, 62, 939
0.003680, 61, 940
0.003690, 55, 946
0.003700, 59, 942
0.003710, 42, 959
0.003720, 58, 943
0.003730, 65, 936
0.003740, 49, 952
0.003750, 58, 943
0.003760, 48, 953
0.003770, 57, 944
0.003780, 55, 946
0.003790, 73, 928
0.003800, 42, 959
0.003810, 52, 949
0.003820, 50, 951
0.003830, 48, 953
0.003840, 53, 948
0.003850, 29, 972
0.003860, 35, 966
0.003870, 42, 959
0.003880, 51, 950
0.003890, 34, 967
0.003900, 46, 955
0.003910, 38, 963
0.003920, 63, 938
0.003930, 34, 967
0.003940, 40, 961
0.003950, 49, 952
0.003960, 40, 961
0.003970, 35, 966
0.003980, 49, 952
0.003990, 46, 955
0.004000, 48, 953
0.004010, 60, 941
0.004020, 36, 965
0.004030, 31, 970
0.004040, 33, 968
0.004050, 43, 958
0.004060, 31, 970
0.004070, 37, 964
0.004080, 45, 956
0.004090, 45, 956
0.004100, 36, 965
0.004110, 46, 955
0.004120, 37, 964
0.004130, 34, 967
0.004140, 35, 966
0.004150, 39, 962
0.004160, 33, 968
0.004170, 38, 963
0.004180, 29, 972
0.004190, 25, 976
0.004200, 32, 969
0.004210, 33, 968
0.004220, 30, 971
0.004230, 32, 969
0.004240, 39, 962
0.004250, 24, 977
0.004260, 36, 965
0.004270, 22, 979
0.004280, 25, 976
0.004290, 34, 967
0.004300, 30, 971
0.004310, 39, 962
0.004320, 27, 974
0.004330, 30, 971
0.004340, 20, 981
0.004350, 22, 979
0.004360, 11, 990
0.004370, 22, 979
0.004380, 23, 978
0.004390, 18, 983
0.004400, 21, 980
0.004410, 19, 982
0.004420, 34, 967
0.004430, 24, 977
0.004440, 31, 970
0.004450, 20, 981
0.004460, 32, 969
0.004470, 27, 974
0.004480, 31, 970
0.004490, 33, 968
0.004500, 35, 966
0.004510, 25, 976
0.004520, 27, 974
0.004530, 23, 978
0.004540, 12, 989
0.004550, 29, 972
0.004560, 19, 982
0.004570, 21, 980
0.004580, 18, 983
0.004590, 17, 984
0.004600, 25, 976
0.004610, 12, 989
0.004620, 20, 981
0.004630, 19, 982
0.004640, 12, 989
0.004650, 26, 975
0.004660, 18, 983
0.004670, 21, 980
0.004680, 19, 982
0.004690, 20, 981
0.004700, 15, 986
0.004710, 21, 980
0.004720, 18, 983
0.004730, 14, 987
0.004740, 12, 989
0.004750, 19, 982
0.004760, 24, 977
0.004770, 17, 984
0.004780, 19, 982
0.004790, 16, 985
0.004800, 18, 983
0.004810, 19, 982
0.004820, 20, 981
0.004830, 15, 986
0.004840, 10, 991
0.004850, 21, 980
0.004860, 13, 988
0.004870, 14, 987
0.004880, 21, 980
0.004890, 12, 989
0.004900, 14, 987
0.004910, 24, 977
0.004920, 9, 992
0.004930, 11, 990
0.004940, 18, 983
0.004950, 15, 986
0.004960, 12, 989
0.004970, 13, 988
0.004980, 18, 983
0.004990, 19, 982
0.005000, 9, 992
0.005010, 17, 984
0.005020, 14, 987
0.005030, 17, 984
0.005040, 15, 986
0.005050, 21, 980
0.005060, 12, 989
0.005070, 19, 982
0.005080, 15, 986
0.005090, 15, 986
0.005100, 9, 992
0.005110, 15, 986
0.005120, 18, 983
0.005130, 16, 985
0.005140, 14, 987
0.005150, 18, 983
0.005160, 12, 989
0.005170, 9, 992
0.005180, 5, 996
0.005190, 14, 987
0.005200, 14, 987
0.005210, 9, 992
0.005220, 7, 994
0.005230, 14, 987
0.005240, 10, 991
0.005250, 14, 987
0.005260, 15, 986
0.005270, 14, 987
0.005280, 13, 988
0.005290, 16, 985
0.005300, 12, 989
0.005310, 13, 988
0.005320, 10, 991
0.005330, 9, 992
0.005340, 13, 988
0.005350, 9, 992
0.005360, 8, 993
0.005370, 8, 993
0.005380, 15, 986
0.005390, 9, 992
0.005400, 10, 991
0.005410, 8, 993
0.005420, 9, 992
0.005430, 8, 993
0.005440, 14, 987
0.005450, 9, 992
0.005460, 9, 992
0.005470, 9, 992
0.005480, 10, 991
0.005490, 5, 996
0.005500, 13, 988
0.005510, 8, 993
0.005520, 8, 993
0.005530, 10, 991
0.005540, 8, 993
0.005550, 11, 990
0.005560, 8, 993
0.005570, 13, 988
0.005580, 8, 993
0.005590, 6, 995
0.005600, 10, 991
0.005610, 8, 993
0.005620, 9, 992
0.005630, 7, 994
0.005640, 9, 992
0.005650, 7, 994
0.005660, 7, 994
0.005670, 6, 995
0.005680, 9, 992
0.005690, 8, 993
0.005700, 11, 990
0.005710, 4, 997
0.005720, 12, 989
0.005730, 7, 994
0.005740, 2, 999
0.005750, 9, 992
0.005760, 7, 994
0.005770, 14, 987
0.005780, 7, 994
0.005790, 4, 997
0.005800, 6, 995
0.005810, 6, 995
0.005820, 4, 997
0.005830, 4, 997
0.005840, 4, 997
0.005850, 4, 997
0.005860, 5, 996
0.005870, 4, 997
0.005880, 5, 996
0.005890, 9, 992
0.005900, 10, 991
0.005910, 6, 995
0.005920, 6, 995
0.005930, 5, 996
0.005940, 5, 996
0.005950, 5, 996
0.005960, 6, 995
0.005970, 10, 991
0.005980, 5, 996
0.005990, 5, 996
0.006000, 6, 995
0.006010, 4, 997
0.006020, 10, 991
0.006030, 9, 992
0.006040, 6, 995
0.006050, 7, 994
0.006060, 4, 997
0.006070, 4, 997
0.006080, 10, 991
0.006090, 10, 991
0.006100, 5, 996
0.006110, 5, 996
0.006120, 4, 997
0.006130, 4, 997
0.006140, 2, 999
0.006150, 3, 998
0.006160, 6, 995
0.006170, 9, 992
0.006180, 3, 998
0.006190, 4, 997
0.006200, 6, 995
0.006210, 7, 994
0.006220, 7, 994
0.006230, 7, 994
0.006240, 6, 995
0.006250, 5, 996
0.006260, 4, 997
0.006270, 5, 996
0.006280, 7, 994
0.006290, 3, 998
0.006300, 5, 996
0.006310, 1, 1000
0.006320, 7, 994
0.006330, 3, 998
0.006340, 4, 997
0.006350, 3, 998
0.006360, 7, 994
0.006370, 2, 999
0.006380, 3, 998
0.006390, 3, 998
0.006400, 2, 999
0.006410, 8, 993
0.006420, 7, 994
0.006430, 3, 998
0.006440, 4, 997
0.006450, 5, 996
0.006460, 3, 998
0.006470, 6, 995
0.006480, 4, 997
0.006490, 4, 997
0.006500, 2, 999
0.006510, 5, 996
0.006520, 5, 996
0.006530, 3, 998
0.006540, 2, 999
0.006550, 3, 998
0.006560, 4, 997
0.006570, 5, 996
0.006580, 3, 998
0.006590, 7, 994
0.006600, 6, 995
0.006610, 2, 999
0.006620, 7, 994
0.006630, 1, 1000
0.006640, 4, 997
0.006650, 7, 994
0.006660, 3, 998
0.006670, 3, 998
0.006680, 2, 999
0.006690, 4, 997
0.006700, 2, 999
0.006710, 3, 998
0.006720, 4, 997
0.006730, 4, 997
0.006740, 3, 998
0.006750, 4, 997
0.006760, 3, 998
0.006770, 4, 997
0.006780, 2, 999
0.006790, 4, 997
0.006800, 6, 995
0.006810, 3, 998
0.006820, 2, 999
0.006830, 4, 997
0.006840, 4, 997
0.006850, 1, 1000
0.006860, 2, 999
0.006870, 4, 997
0.006880, 4, 997
0.006890, 3, 998
0.006900, 2, 999
0.006910, 2, 999
0.006920, 2, 999
0.006930, 2, 999
0.006940, 3, 998
0.006950, 2, 999
0.006960, 3, 998
0.006970, 2, 999
0.006980, 3, 998
0.006990, 3, 998
0.007000, 3, 998
0.007010, 3, 998
0.007020, 3, 998
0.007030, 1, 1000
0.007040, 4, 997
0.007050, 4, 997
0.007060, 2, 999
0.007070, 4, 997
0.007080, 2, 999
0.007090, 3, 998
0.007100, 2, 999
0.007110, 2, 999
0.007120, 2, 999
0.007130, 3, 998
0.007140, 5, 996
0.007150, 2, 999
0.007160, 3, 998
0.007170, 3, 998
0.007180, 1, 1000
0.007190, 1, 1000
0.007200, 1, 1000
0.007210, 4, 997
0.007220, 2, 999
0.007230, 1, 1000
0.007240, 1, 1000
0.007250, 3, 998
0.007260, 3, 998
0.007270, 2, 999
0.007280, 3, 998
0.007290, 2, 999
0.007300, 5, 996
0.007310, 1, 1000
0.007320, 3, 998
0.007330, 2, 999
0.007340, 2, 999
0.007350, 3, 998
0.007360, 2, 999
0.007370, 1, 1000
0.007380, 1, 1000
0.007390, 2, 999
0.007400, 3, 998
0.007410, 3, 998
0.007420, 1, 1000
0.007430, 1, 1000
0.007440, 3, 998
0.007450, 2, 999
0.007460, 1, 1000
0.007470, 1, 1000
0.007480, 2, 999
0.007490, 1, 1000
0.007500, 2, 999
0.007510, 2, 999
0.007520, 1, 1000
0.007530, 3, 998
0.007540, 1, 1000
0.007550, 2, 999
0.007560, 3, 998
0.007570, 2, 999
0.007580, 1, 1000
0.007590, 2, 999
0.007600, 3, 998
0.007610, 1, 1000
0.007620, 3, 998
0.007630, 5, 996
0.007640, 1, 1000
0.007650, 1, 1000
0.007660, 2, 999
0.007670, 2, 999
0.007680, 1, 1000
0.007690, 2, 999
0.007700, 4, 997
0.007710, 4, 997
0.007720, 2, 999
0.007730, 3, 998
0.007740, 1, 1000
0.007750, 3, 998
0.007760, 1, 1000
0.007770, 2, 999
0.007780, 2, 999
0.007790, 2, 999
0.007800, 2, 999
0.007810, 1, 1000
0.007820, 1, 1000
0.007830, 3, 998
0.007840, 1, 1000
0.007850, 5, 996
0.007860, 3, 998
0.007870, 1, 1000
0.007880, 2, 999
0.007890, 1, 1000
0.007900, 2, 999
0.007910, 1, 1000
0.007920, 1, 1000
0.007930, 1, 1000
0.007940, 1, 1000
0.007950, 1, 1000
0.007960, 2, 999
0.007970, 1, 1000
0.007980, 2, 999
0.007990, 2, 999
0.008000, 1, 1000
0.008010, 4, 997
0.008020, 2, 999
0.008030, 2, 999
0.008040, 2, 999
0.008050, 1, 1000
0.008060, 2, 999
0.008070, 2, 999
0.008080, 1, 1000
0.008090, 1, 1000
0.008100, 2, 999
0.008110, 1, 1000
0.008120, 1, 1000
0.008130, 1, 1000
0.008140, 1, 1000
0.008150, 2, 999
0.008160, 1, 1000
0.008170, 1, 1000
0.008180, 1, 1000
0.008190, 3, 998
0.008200, 1, 1000
0.008210, 1, 1000
0.008220, 2, 999
0.008230, 2, 999
0.008240, 1, 1000
0.008250, 1, 1000
0.008260, 1, 1000
0.008270, 1, 1000
0.008280, 2, 999
0.008290, 2, 999
0.008300, 2, 999
0.008310, 2, 999
0.008320, 1, 1000
0.008330, 2, 999
0.008340, 1, 1000
0.008350, 2, 999
0.008360, 1, 1000
0.008370, 1, 1000
0.008380, 2, 999
0.008390, 1, 1000
0.008400, 1, 1000
0.008410, 1, 1000
0.008420, 4, 997
0.008430, 1, 1000
0.008440, 2, 999
0.008450, 1, 1000
0.008460, 1, 1000
0.008470, 1, 1000
0.008480, 1, 1000
0.008490, 1, 1000
0.008500, 1, 1000
0.008510, 2, 999
0.008520, 2, 999
0.008530, 1, 1000
0.008540, 1, 1000
0.008550, 1, 1000
0.008560, 1, 1000
0.008570, 4, 997
0.008580, 2, 999
0.008590, 3, 998
0.008600, 3, 998
0.008610, 1, 1000
0.008620, 1, 1000
0.008630, 1, 1000
0.008640, 1, 1000
0.008650, 1, 1000
0.008660, 1, 1000
0.008670, 2, 999
0.008680, 1, 1000
0.008690, 3, 998
0.008700, 1, 1000
0.008710, 1, 1000
0.008720, 1, 1000
0.008730, 1, 1000
0.008740, 1, 1000
0.008750, 2, 999
0.008760, 1, 1000
0.008770, 2, 999
0.008780, 1, 1000
0.008790, 1, 1000
0.008800, 1, 1000
0.008810, 2, 999
0.008820, 1, 1000
0.008830, 1, 1000
0.008840, 1, 1000
0.008850, 2, 999
0.008860, 1, 1000
0.008870, 1, 1000
0.008880, 1, 1000
0.008890, 1, 1000
0.008900, 1, 1000
0.008910, 1, 1000
0.008920, 1, 1000
0.008930, 2, 999
0.008940, 1, 1000
0.008950, 1, 1000
0.008960, 3, 998
0.008970, 1, 1000
0.008980, 1, 1000
0.008990, 1, 1000
0.009000, 1, 1000
0.009010, 1, 1000
0.009020, 2, 999
0.009030, 1, 1000
0.009040, 1, 1000
0.009050, 2, 999
0.009060, 1, 1000
0.009070, 2, 999
0.009080, 2, 999
0.009090, 1, 1000
0.009100, 1, 1000
0.009110, 1, 1000
0.009120, 1, 1000
0.009130, 1, 1000
0.009140, 1, 1000
0.009150, 1, 1000
0.009160, 1, 1000
0.009170, 1, 1000
0.009180, 1, 1000
0.009190, 2, 999
0.009200, 1, 1000
0.009210, 1, 1000
0.009220, 1, 1000
0.009230, 1, 1000
0.009240, 1, 1000
0.009250, 1, 1000
0.009260, 1, 1000
0.009270, 1, 1000
0.009280, 1, 1000
0.009290, 1, 1000
0.009300, 1, 1000
0.009310, 1, 1000
0.009320, 2, 999
0.009330, 1, 1000
0.009340, 1, 1000
0.009350, 1, 1000
0.009360, 1, 1000
0.009370, 1, 1000
0.009380, 1, 1000
0.009390, 2, 999
0.009400, 1, 1000
0.009410, 1, 1000
0.009420, 2, 999
0.009430, 1, 1000
0.009440, 2, 999
0.009450, 1, 1000
0.009460, 1, 1000
0.009470, 1, 1000
0.009480, 1, 1000
0.009490, 1, 1000
0.009500, 1, 1000
0.009510, 1, 1000
0.009520, 1, 1000
0.009530, 1, 1000
0.009540, 1, 1000
0.009550, 1, 1000
0.009560, 1, 1000
0.009570, 1, 1000
0.009580, 2, 999
0.009590, 1, 1000
0.009600, 1, 1000
0.009610, 1, 1000
0.009620, 1, 1000
0.009630, 1, 1000
0.009640, 1, 1000
0.009650, 1, 1000
0.009660, 1, 1000
0.009670, 1, 1000
0.009680, 1, 1000
0.009690, 2, 999
0.009700, 1, 1000
0.009710, 1, 1000
0.009720, 1, 1000
0.009730, 1, 1000
0.009740, 1, 1000
0.009750, 1, 1000
0.009760, 1, 1000
0.009770, 1, 1000
0.009780, 1, 1000
0.009790, 2, 999
0.009800, 1, 1000
0.009810, 1, 1000
0.009820, 1, 1000
0.009830, 1, 1000
0.009840, 1, 1000
0.009850, 1, 1000
0.009860, 1, 1000
0.009870, 1, 1000
0.009880, 1, 1000
0.009890, 1, 1000
0.009900, 1, 1000
0.009910, 1, 1000
0.009920, 1, 1000
0.009930, 1, 1000
0.009940, 1, 1000
0.009950, 1, 1000
0.009960, 2, 999
0.009970, 1, 1000
0.009980, 1, 1000
0.009990, 1, 1000
0.010000, 1, 1000
